"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr1",146369585,146369689,105,"*","MYC_A549_peak_106",32,".",4.45685,6.6833,3.21307,24,"Intron (ENST00000643391.1/112268274, intron 2 of 4)",1,146376807,146376970,164,1,"124904613","ENST00000615842.1",-7118,"ENSG00000273768","LOC124904613","U1 spliceosomal RNA"
"chr1",147172495,147172594,100,"*","MYC_A549_peak_107",14,".",2.4968,4.6105,1.41998,0,"Promoter (<=1kb)",1,147162512,147172550,10039,2,"5565","ENST00000474939.1",0,"ENSG00000131791","PRKAB2","protein kinase AMP-activated non-catalytic subunit beta 2"
"chr1",147243055,147243163,109,"*","MYC_A549_peak_108",112,".",5.56308,15.3003,11.2806,74,"Promoter (<=1kb)",1,147243140,147295689,52550,1,"9557","ENST00000431239.6",0,"ENSG00000131778","CHD1L","chromodomain helicase DNA binding protein 1 like"
"chr1",147612517,147612640,124,"*","MYC_A549_peak_109",27,".",4.36521,6.17104,2.74794,67,"Promoter (<=1kb)",1,147611590,147611796,207,1,"128071544","ENST00000675347.1",927,"ENSG00000288626","LOC128071544","uncharacterized LOC128071544"
"chr1",148280445,148280670,226,"*","MYC_A549_peak_110",62,".",5.61445,10.0259,6.27685,129,"Promoter (<=1kb)",1,148271884,148280749,8866,2,"105371226","ENST00000715667.1",79,NA,"LINC01731","long intergenic non-protein coding RNA 1731"
"chr1",148280947,148281111,165,"*","MYC_A549_peak_111",34,".",4.39246,6.98682,3.49783,83,"Promoter (<=1kb)",1,148271884,148280749,8866,2,"105371226","ENST00000715667.1",-198,NA,"LINC01731","long intergenic non-protein coding RNA 1731"
"chr1",148303113,148303326,214,"*","MYC_A549_peak_112",39,".",4.71457,7.53305,3.98364,149,"Intron (ENST00000648583.1/124904404, intron 1 of 3)",1,148290890,148297271,6382,2,"105371225","ENST00000434245.3",-5842,NA,"LOC105371225","uncharacterized LOC105371225"
"chr1",148303488,148303753,266,"*","MYC_A549_peak_113",79,".",5.14823,11.8043,7.95258,179,"Intron (ENST00000648583.1/124904404, intron 1 of 3)",1,148290890,148297271,6382,2,"105371225","ENST00000434245.3",-6217,NA,"LOC105371225","uncharacterized LOC105371225"
"chr1",148678623,148678811,189,"*","MYC_A549_peak_114",46,".",4.84212,8.21408,4.60616,51,"Promoter (<=1kb)",1,148593645,148679742,86098,2,"100996763","ENST00000606877.2",931,"ENSG00000286019","NOTCH2NLB","notch 2 N-terminal like B"
"chr1",148678867,148679032,166,"*","MYC_A549_peak_115",67,".",5.62798,10.5451,6.76721,113,"Promoter (<=1kb)",1,148593645,148679742,86098,2,"100996763","ENST00000606877.2",710,"ENSG00000286019","NOTCH2NLB","notch 2 N-terminal like B"
"chr1",148679734,148679950,217,"*","MYC_A549_peak_116",51,".",5.17711,8.79298,5.14211,53,"Promoter (<=1kb)",1,148593645,148679742,86098,2,"100996763","ENST00000606877.2",0,"ENSG00000286019","NOTCH2NLB","notch 2 N-terminal like B"
"chr1",148749496,148749618,123,"*","MYC_A549_peak_117",52,".",4.09311,8.92789,5.27095,41,"Promoter (<=1kb)",1,148748774,148752415,3642,1,"440672","ENST00000322209.5",722,"ENSG00000177144","NUDT4B","nudix hydrolase 4B"
"chr1",149390425,149390583,159,"*","MYC_A549_peak_118",31,".",3.75654,6.60524,3.14356,14,"Promoter (<=1kb)",1,149390621,149471833,81213,1,"100996717","ENST00000650865.2",-38,"ENSG00000286219","NOTCH2NLC","notch 2 N-terminal like C"
"chr1",149391314,149391513,200,"*","MYC_A549_peak_119",101,".",6.88404,14.0836,10.1167,73,"Promoter (<=1kb)",1,149390633,149464958,74326,1,"100996717","ENST00000652191.1",681,"ENSG00000286219","NOTCH2NLC","notch 2 N-terminal like C"
"chr1",149899479,149899615,137,"*","MYC_A549_peak_120",44,".",4.0658,7.99138,4.40735,54,"Promoter (<=1kb)",1,149899568,149900795,1228,1,"51027","ENST00000369152.6",0,"ENSG00000178096","BOLA1","bolA family member 1"
"chr1",149899655,149899761,107,"*","MYC_A549_peak_121",44,".",5.28141,8.00258,4.40735,79,"Promoter (<=1kb)",1,149899626,149900548,923,1,"51027","ENST00000369150.1",29,"ENSG00000178096","BOLA1","bolA family member 1"
"chr1",150281968,150282120,153,"*","MYC_A549_peak_122",48,".",4.50238,8.44714,4.81758,59,"Promoter (<=1kb)",1,150282543,150286737,4195,1,"148523","ENST00000447007.5",-423,"ENSG00000159208","CIART","circadian associated repressor of transcription"
"chr1",150282167,150282363,197,"*","MYC_A549_peak_123",73,".",6.00318,11.2084,7.38215,122,"Promoter (<=1kb)",1,150282543,150286737,4195,1,"148523","ENST00000447007.5",-180,"ENSG00000159208","CIART","circadian associated repressor of transcription"
"chr1",150293688,150293928,241,"*","MYC_A549_peak_124",35,".",2.83211,7.09779,3.58025,167,"Promoter (<=1kb)",1,150293861,150308979,15119,1,"54460","ENST00000614145.5",0,"ENSG00000266472","MRPS21","mitochondrial ribosomal protein S21"
"chr1",150321369,150321512,144,"*","MYC_A549_peak_125",119,".",5.57879,15.9754,11.9281,94,"Promoter (<=1kb)",1,150321479,150335030,13552,1,"9129","ENST00000496202.5",0,"ENSG00000117360","PRPF3","pre-mRNA processing factor 3"
"chr1",150515781,150515954,174,"*","MYC_A549_peak_126",77,".",4.5259,11.6092,7.76793,85,"Promoter (<=1kb)",1,150515757,150518032,2276,1,"100874054","ENST00000416894.1",24,NA,"FALEC","focally amplified long non-coding RNA in epithelial cancer"
"chr1",150611657,150611845,189,"*","MYC_A549_peak_127",46,".",4.58114,8.23158,4.62115,149,"Intron (ENST00000369016.8/2029, intron 4 of 4)",1,150624622,150629116,4495,2,"2029","ENST00000513281.5",17271,"ENSG00000143420","ENSA","endosulfine alpha"
"chr1",151070443,151070815,373,"*","MYC_A549_peak_128",106,".",4.027,14.6592,10.6583,133,"Promoter (<=1kb)",1,151070578,151097915,27338,1,"126626","ENST00000462520.5",0,"ENSG00000143458","GABPB2","GA binding protein transcription factor subunit beta 2"
"chr1",151195373,151195509,137,"*","MYC_A549_peak_129",46,".",4.60865,8.22827,4.62028,94,"Promoter (<=1kb)",1,151185540,151195321,9782,2,"6944","ENST00000463470.1",-52,"ENSG00000163159","VPS72","vacuolar protein sorting 72 homolog"
"chr1",151254636,151254786,151,"*","MYC_A549_peak_130",72,".",4.47335,11.0609,7.24566,60,"Promoter (<=1kb)",1,151254709,151267459,12751,1,"5710","ENST00000368881.8",0,"ENSG00000159352","PSMD4","proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
"chr1",151346969,151347229,261,"*","MYC_A549_peak_131",79,".",3.89101,11.7722,7.92526,62,"Promoter (<=1kb)",1,151343749,151347021,3273,2,"5993","ENST00000422595.5",0,"ENSG00000143390","RFX5","regulatory factor X5"
"chr1",151547292,151547468,177,"*","MYC_A549_peak_132",199,".",9.73539,24.2245,19.9539,77,"Promoter (1-2kb)",1,151545796,151545891,96,1,"693139","ENST00000384874.1",1496,"ENSG00000207606","MIR554","microRNA 554"
"chr1",151832770,151832879,110,"*","MYC_A549_peak_133",29,".",4.56428,6.43609,2.99383,35,"Promoter (<=1kb)",1,151812403,151831845,19443,2,"6097","ENST00000697813.1",-925,"ENSG00000143365","RORC","RAR related orphan receptor C"
"chr1",151992532,151992917,386,"*","MYC_A549_peak_134",64,".",5.13359,10.1803,6.42625,76,"Promoter (<=1kb)",1,151982918,151992578,9661,2,"6281","ENST00000368809.1",0,"ENSG00000197747","S100A10","S100 calcium binding protein A10"
"chr1",151993854,151994093,240,"*","MYC_A549_peak_135",50,".",5.3733,8.64577,5.01085,195,"Promoter (<=1kb)",1,151982915,151993859,10945,2,"6281","ENST00000368811.8",0,"ENSG00000197747","S100A10","S100 calcium binding protein A10"
"chr1",151994160,151994463,304,"*","MYC_A549_peak_136",55,".",4.88896,9.25272,5.55434,125,"Promoter (<=1kb)",1,151994531,152042774,48244,1,"441908","ENST00000432386.1",-68,NA,"NBPF18P","NBPF member 18, pseudogene"
"chr1",151999060,151999271,212,"*","MYC_A549_peak_137",83,".",6.51862,12.1886,8.31048,75,"Intron (ENST00000432386.1/441908, intron 2 of 12)",1,151994531,152042774,48244,1,"441908","ENST00000432386.1",4529,NA,"NBPF18P","NBPF member 18, pseudogene"
"chr1",152501773,152501883,111,"*","MYC_A549_peak_138",27,".",4.36521,6.17104,2.74794,72,"Distal Intergenic",1,152510803,152512177,1375,1,"254910","ENST00000334269.3",-8920,"ENSG00000186207","LCE5A","late cornified envelope 5A"
"chr1",152517580,152517828,249,"*","MYC_A549_peak_139",21,".",3.53593,5.46828,2.1451,196,"Distal Intergenic",1,152514482,152516008,1527,1,"54544","ENST00000368790.4",3098,"ENSG00000169509","CRCT1","cysteine rich C-terminal 1"
"chr1",153465810,153466034,225,"*","MYC_A549_peak_140",103,".",5.32107,14.3451,10.3538,135,"Distal Intergenic",1,153457744,153460651,2908,2,"6278","ENST00000368723.4",-5159,"ENSG00000143556","S100A7","S100 calcium binding protein A7"
"chr1",153511012,153511265,254,"*","MYC_A549_peak_141",353,".",8.86852,39.8149,35.3439,113,"Distal Intergenic",1,153533430,153535129,1700,1,"124904423","ENST00000420695.3",-22165,NA,"LOC124904423","uncharacterized LOC124904423"
"chr1",153535200,153535369,170,"*","MYC_A549_peak_142",47,".",4.9291,8.36569,4.75196,85,"Promoter (<=1kb)",1,153534599,153535991,1393,2,"6277","ENST00000368719.9",622,"ENSG00000197956","S100A6","S100 calcium binding protein A6"
"chr1",153536131,153536282,152,"*","MYC_A549_peak_143",89,".",6.4912,12.8187,8.91351,67,"Promoter (<=1kb)",1,153534599,153536215,1617,2,"6277","ENST00000496817.5",0,"ENSG00000197956","S100A6","S100 calcium binding protein A6"
"chr1",153549388,153549525,138,"*","MYC_A549_peak_144",30,".",4.36947,6.54035,3.0895,70,"Promoter (<=1kb)",1,153547329,153549258,1930,2,"6274","ENST00000368713.8",-130,"ENSG00000188015","S100A3","S100 calcium binding protein A3"
"chr1",153565851,153565963,113,"*","MYC_A549_peak_145",60,".",5.14628,9.74015,6.0155,73,"Promoter (<=1kb)",1,153561108,153565844,4737,2,"6273","ENST00000368708.9",-7,"ENSG00000196754","S100A2","S100 calcium binding protein A2"
"chr1",153566639,153566756,118,"*","MYC_A549_peak_146",68,".",4.87951,10.6535,6.87066,35,"Promoter (<=1kb)",1,153561343,153566755,5413,2,"6273","ENST00000368709.6",0,"ENSG00000196754","S100A2","S100 calcium binding protein A2"
"chr1",153567838,153568000,163,"*","MYC_A549_peak_147",81,".",6.07648,12.0688,8.19648,77,"Promoter (<=1kb)",1,153561340,153567890,6551,2,"6273","ENST00000368710.6",0,"ENSG00000196754","S100A2","S100 calcium binding protein A2"
"chr1",153634369,153634476,108,"*","MYC_A549_peak_148",44,".",3.28966,8.09835,4.49791,60,"Promoter (<=1kb)",1,153631661,153634397,2737,2,"6284","ENST00000469931.2",0,"ENSG00000189171","S100A13","S100 calcium binding protein A13"
"chr1",154220517,154220922,406,"*","MYC_A549_peak_149",174,".",4.94073,21.6195,17.4002,250,"Promoter (<=1kb)",1,154206696,154220578,13883,2,"25912","ENST00000648267.1",0,"ENSG00000143612","C1orf43","chromosome 1 open reading frame 43"
"chr1",154221230,154221358,129,"*","MYC_A549_peak_150",36,".",3.69618,7.17286,3.65277,35,"Promoter (<=1kb)",1,154221328,154237136,15809,1,"9898","ENST00000456325.5",0,"ENSG00000143569","UBAP2L","ubiquitin associated protein 2 like"
"chr1",154326389,154326488,100,"*","MYC_A549_peak_151",30,".",2.94603,6.4496,3.0055,68,"Promoter (<=1kb)",1,154325605,154330702,5098,1,"57198","ENST00000368490.2",784,"ENSG00000143515","ATP8B2","ATPase phospholipid transporting 8B2"
"chr1",154418375,154418548,174,"*","MYC_A549_peak_152",54,".",4.16133,9.09299,5.40231,12,"Intron (ENST00000622330.5/3570, intron 1 of 6)",1,154429343,154449979,20637,1,"3570","ENST00000476006.5",-10795,"ENSG00000160712","IL6R","interleukin 6 receptor"
"chr1",154558777,154559137,361,"*","MYC_A549_peak_153",160,".",6.35195,20.2698,16.0819,89,"Promoter (<=1kb)",1,154552382,154559028,6647,2,"55585","ENST00000497453.1",0,"ENSG00000160714","UBE2Q1","ubiquitin conjugating enzyme E2 Q1"
"chr1",154627961,154628078,118,"*","MYC_A549_peak_154",82,".",4.49668,12.1278,8.25398,45,"Promoter (<=1kb)",1,154581695,154627998,46304,2,"103","ENST00000680270.2",0,"ENSG00000160710","ADAR","adenosine deaminase RNA specific"
"chr1",155000811,155001012,202,"*","MYC_A549_peak_155",94,".",4.47403,13.3826,9.44055,88,"Promoter (1-2kb)",1,155002630,155018522,15893,1,"51043","ENST00000417934.6",-1618,"ENSG00000160685","ZBTB7B","zinc finger and BTB domain containing 7B"
"chr1",155003822,155004029,208,"*","MYC_A549_peak_156",55,".",4.44088,9.26568,5.56642,120,"Promoter (<=1kb)",1,155002845,155014719,11875,1,"51043","ENST00000483226.1",977,"ENSG00000160685","ZBTB7B","zinc finger and BTB domain containing 7B"
"chr1",155091520,155091685,166,"*","MYC_A549_peak_157",187,".",6.86739,22.9833,18.7355,83,"Distal Intergenic",1,155085522,155086923,1402,1,"125467750","ENST00000498667.1",5998,"ENSG00000251246","EFNA4-EFNA3","EFNA4-EFNA3 readthrough"
"chr1",155127239,155127473,235,"*","MYC_A549_peak_158",88,".",6.43392,12.7163,8.81638,59,"Promoter (<=1kb)",1,155127876,155134857,6982,1,"1942","ENST00000368406.2",-403,"ENSG00000169242","EFNA1","ephrin A1"
"chr1",155194361,155194746,386,"*","MYC_A549_peak_159",247,".",9.62647,29.0602,24.7054,155,"Promoter (<=1kb)",1,155194996,155200674,5679,1,"105371450","ENST00000447623.4",-250,"ENSG00000231064","THBS3-AS1","THBS3 antisense RNA 1"
"chr1",155208756,155208888,133,"*","MYC_A549_peak_160",79,".",3.97691,11.7722,7.92526,35,"Promoter (<=1kb)",1,155208797,155213823,5027,1,"4580","ENST00000316721.8",0,"ENSG00000173171","MTX1","metaxin 1"
"chr1",155262446,155262616,171,"*","MYC_A549_peak_161",56,".",5.22314,9.34168,5.63376,81,"Promoter (<=1kb)",1,155255981,155262430,6450,2,"10067","ENST00000355379.3",-16,"ENSG00000116521","SCAMP3","secretory carrier membrane protein 3"
"chr1",155609956,155610093,138,"*","MYC_A549_peak_162",114,".",3.71633,15.506,11.4724,58,"Promoter (<=1kb)",1,155610205,155612316,2112,1,"55154","ENST00000488901.5",-112,"ENSG00000125459","MSTO1","misato mitochondrial distribution and morphology regulator 1"
"chr1",155961949,155962324,376,"*","MYC_A549_peak_163",108,".",7.32961,14.874,10.8681,281,"Promoter (<=1kb)",1,155952803,155961957,9155,2,"9181","ENST00000470975.2",0,"ENSG00000116584","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2"
"chr1",156054529,156054762,234,"*","MYC_A549_peak_164",182,".",4.00726,22.4631,18.225,96,"Promoter (<=1kb)",1,156054782,156058506,3725,1,"28956","ENST00000368305.9",-20,"ENSG00000116586","LAMTOR2","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
"chr1",156106352,156106553,202,"*","MYC_A549_peak_165",111,".",4.49235,15.1687,11.1532,94,"Promoter (<=1kb)",1,156106658,156114838,8181,1,"4000","ENST00000515711.1",-105,"ENSG00000160789","LMNA","lamin A/C"
"chr1",156114110,156114393,284,"*","MYC_A549_peak_166",143,".",5.66543,18.4972,14.3642,117,"Promoter (<=1kb)",1,156114251,156139293,25043,1,"4000","ENST00000361308.9",0,"ENSG00000160789","LMNA","lamin A/C"
"chr1",156338322,156338607,286,"*","MYC_A549_peak_167",255,".",6.70307,29.9558,25.5906,161,"Promoter (<=1kb)",1,156338503,156346990,8488,1,"128229","ENST00000368253.6",0,"ENSG00000163467","TSACC","TSSK6 activating cochaperone"
"chr1",156338673,156338845,173,"*","MYC_A549_peak_168",210,".",6.76995,25.3875,21.0926,90,"Promoter (<=1kb)",1,156338694,156346995,8302,1,"128229","ENST00000368252.5",0,"ENSG00000163467","TSACC","TSSK6 activating cochaperone"
"chr1",156457335,156457575,241,"*","MYC_A549_peak_169",253,".",8.91287,29.7619,25.3976,136,"Promoter (<=1kb)",1,156404253,156456613,52361,2,"10485","ENST00000673141.1",-722,"ENSG00000125462","MIR9-1HG","MIR9-1 host gene"
"chr1",156500964,156501249,286,"*","MYC_A549_peak_170",110,".",4.93226,15.0967,11.0861,67,"Promoter (<=1kb)",1,156483261,156500779,17519,2,"4209","ENST00000489057.1",-185,"ENSG00000116604","MEF2D","myocyte enhancer factor 2D"
"chr1",156505193,156505555,363,"*","MYC_A549_peak_171",93,".",3.69141,13.2598,9.32313,241,"Distal Intergenic",1,156483261,156500779,17519,2,"4209","ENST00000489057.1",-4414,"ENSG00000116604","MEF2D","myocyte enhancer factor 2D"
"chr1",156601286,156601571,286,"*","MYC_A549_peak_172",261,".",7.08344,30.5097,26.1346,177,"Promoter (<=1kb)",1,156594301,156601479,7179,2,"54865","ENST00000368232.9",0,"ENSG00000160818","GPATCH4","G-patch domain containing 4 (gene/pseudogene)"
"chr1",156660333,156660458,126,"*","MYC_A549_peak_173",128,".",4.50701,16.9515,12.8638,39,"Promoter (<=1kb)",1,156646507,156661424,14918,2,"126568844","ENST00000448869.1",966,NA,"BCAN-AS2","BCAN antisense RNA 2"
"chr1",156705101,156705213,113,"*","MYC_A549_peak_174",39,".",4.71457,7.53305,3.98364,69,"Promoter (<=1kb)",1,156699606,156705583,5978,2,"1382","ENST00000368222.8",370,"ENSG00000143320","CRABP2","cellular retinoic acid binding protein 2"
"chr1",156740970,156741267,298,"*","MYC_A549_peak_175",341,".",7.14166,38.6304,34.1695,169,"Promoter (<=1kb)",1,156737303,156741088,3786,2,"79590","ENST00000361531.6",0,"ENSG00000143314","MRPL24","mitochondrial ribosomal protein L24"
"chr1",156747012,156747182,171,"*","MYC_A549_peak_176",57,".",4.5297,9.46042,5.74552,79,"Promoter (<=1kb)",1,156743156,156747471,4316,2,"3068","ENST00000482651.5",289,"ENSG00000143321","HDGF","heparin binding growth factor"
"chr1",156751040,156751325,286,"*","MYC_A549_peak_177",58,".",4.61754,9.57653,5.858,227,"Promoter (<=1kb)",1,156743841,156751496,7656,2,"3068","ENST00000495212.1",171,"ENSG00000143321","HDGF","heparin binding growth factor"
"chr1",156751772,156751964,193,"*","MYC_A549_peak_178",271,".",8.13578,31.5077,27.1202,97,"Promoter (<=1kb)",1,156742109,156751721,9613,2,"3068","ENST00000710272.1",-51,"ENSG00000143321","HDGF","heparin binding growth factor"
"chr1",156813852,156814060,209,"*","MYC_A549_peak_179",166,".",4.47799,20.8919,16.69,109,"Promoter (<=1kb)",1,156809203,156814111,4909,2,"9047","ENST00000468744.5",51,"ENSG00000027869","SH2D2A","SH2 domain containing 2A"
"chr1",159780905,159781064,160,"*","MYC_A549_peak_180",34,".",3.58612,6.95136,3.46559,72,"Promoter (<=1kb)",1,159780932,159782543,1612,1,"54935","ENST00000368109.5",0,"ENSG00000158716","DUSP23","dual specificity phosphatase 23"
"chr1",159854757,159855054,298,"*","MYC_A549_peak_181",44,".",5.28141,8.00258,4.40735,203,"Promoter (<=1kb)",1,159854870,159867685,12816,1,"107985216","ENST00000608430.2",0,"ENSG00000272668","LOC107985216","uncharacterized LOC107985216"
"chr1",159882056,159882211,156,"*","MYC_A549_peak_182",161,".",7.78831,20.3845,16.1925,72,"Promoter (1-2kb)",1,159876263,159880700,4438,2,"25790","ENST00000475911.2",-1356,"ENSG00000213085","CFAP45","cilia and flagella associated protein 45"
"chr1",159924767,159925131,365,"*","MYC_A549_peak_183",102,".",4.12043,14.2051,10.2275,273,"Promoter (<=1kb)",1,159918838,159925229,6392,2,"8407","ENST00000397334.2",98,"ENSG00000158710","TAGLN2","transgelin 2"
"chr1",159925350,159925459,110,"*","MYC_A549_peak_184",67,".",4.12656,10.531,6.75417,93,"Promoter (<=1kb)",1,159918751,159925491,6741,2,"8407","ENST00000478033.1",32,"ENSG00000158710","TAGLN2","transgelin 2"
"chr1",160084200,160084334,135,"*","MYC_A549_peak_185",83,".",6.51862,12.1886,8.31048,85,"Promoter (2-3kb)",1,160081538,160090563,9026,1,"3765","ENST00000368088.4",2662,"ENSG00000162728","KCNJ9","potassium inwardly rectifying channel subfamily J member 9"
"chr1",160109023,160109180,158,"*","MYC_A549_peak_186",173,".",7.31307,21.584,17.3656,87,"Distal Intergenic",1,160115759,160137202,21444,1,"477","ENST00000472488.5",-6579,"ENSG00000018625","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2"
"chr1",161153960,161154062,103,"*","MYC_A549_peak_187",21,".",2.45588,5.47216,2.14853,87,"Promoter (<=1kb)",1,161153978,161158856,4879,1,"51506","ENST00000368003.6",0,"ENSG00000143222","UFC1","ubiquitin-fold modifier conjugating enzyme 1"
"chr1",161177530,161177682,153,"*","MYC_A549_peak_188",191,".",5.24964,23.3743,19.1214,72,"Promoter (<=1kb)",1,161171310,161177507,6198,2,"8703","ENST00000319769.10",-23,"ENSG00000158850","B4GALT3","beta-1,4-galactosyltransferase 3"
"chr1",161443219,161443366,148,"*","MYC_A549_peak_189",25,".",2.12765,5.95855,2.59189,143,"Intron (ENST00000637155.1/ENST00000637155.1, intron 1 of 4)",1,161505430,161518558,13129,1,"2212","ENST00000367972.8",-62064,"ENSG00000143226","FCGR2A","Fc gamma receptor IIa"
"chr1",161447031,161447178,148,"*","MYC_A549_peak_190",116,".",2.97801,15.6407,11.602,115,"Intron (ENST00000637155.1/ENST00000637155.1, intron 1 of 4)",1,161505430,161518558,13129,1,"2212","ENST00000367972.8",-58252,"ENSG00000143226","FCGR2A","Fc gamma receptor IIa"
"chr1",161450655,161450788,134,"*","MYC_A549_peak_191",127,".",4.14468,16.8096,12.7288,70,"Intron (ENST00000637155.1/ENST00000637155.1, intron 1 of 4)",1,161505430,161518558,13129,1,"2212","ENST00000367972.8",-54642,"ENSG00000143226","FCGR2A","Fc gamma receptor IIa"
"chr1",161454403,161454602,200,"*","MYC_A549_peak_192",166,".",3.50589,20.8785,16.6772,90,"Intron (ENST00000637155.1/ENST00000637155.1, intron 1 of 4)",1,161505430,161518558,13129,1,"2212","ENST00000367972.8",-50828,"ENSG00000143226","FCGR2A","Fc gamma receptor IIa"
